33583,1809,1902,1040,7,421,536,83,6102,7199,9802,80900,2006,20366
23217,1808,1817,212,8,110,79,23,1517,1310,2442,19387,939,1316
101334,1807,1811,132,10,80,39,13,1316,672,1120,18042,1838,1369
27682,1802,1821,148,6,83,46,19,1315,830,1623,15470,1144,1171
167584,1801,1822,264,6,130,108,26,1418,1969,2590,19320,815,5552
27656,1801,1811,204,1,106,77,21,1765,1214,1998,14107,375,3236
123624,1798,1800,184,1,102,60,22,1412,1110,2219,11776,814,2351
23256,1796,1810,253,0,128,100,25,1553,1756,2888,18292,622,3013
40901,1793,1818,496,6,236,206,54,3862,2588,4095,30337,871,4873
156384,1790,1823,340,3,168,138,34,2280,1616,3380,29086,2225,6072
59130,1788,1831,232,14,113,90,29,1472,1119,2323,20931,1667,4807
131714,1787,1787,381,3,181,159,41,2353,2181,3278,28743,1450,10009
22824,1787,1802,469,4,226,212,31,3306,3685,5230,26665,835,2758
25785,1786,1813,181,6,95,65,21,1718,1115,1669,16490,424,2849
127616,1785,1788,89,0,57,21,11,693,398,965,8661,547,830
85221,1784,1789,391,2,198,150,43,2269,1892,3269,27653,589,4508
51092,1783,1791,110,0,68,31,11,971,598,1341,8284,691,708
47325,1782,1797,272,1,132,109,31,1569,2021,3351,20604,1208,2725
271,1782,1792,285,4,142,118,25,2337,1418,2457,27844,647,6322
84489,1781,1790,136,4,77,39,20,1218,596,1131,16257,647,2926
168640,1780,1780,125,3,74,42,9,1179,676,1085,12498,711,1613
28771,1780,1791,275,6,135,118,22,2165,1776,2717,26359,523,6380
40882,1778,1780,256,3,130,94,32,1590,1390,2665,17754,1159,4435
18034,1778,1778,360,5,181,151,28,2334,2078,3947,23173,1786,8207
120225,1777,1785,434,8,222,173,39,2981,2326,4348,28186,1918,6032
61375,1776,1808,539,6,237,246,56,2925,2863,4539,35006,4935,7183
835,1775,1794,348,7,168,145,35,2692,2650,3364,32550,2184,6475
58657,1774,1804,198,2,101,84,13,1313,847,2116,18660,1966,4819
21634,1774,1785,442,14,194,186,62,2016,2795,4354,17840,1714,3590
148592,1773,1785,265,6,132,119,14,1875,2092,2516,22608,1207,4233
63140,1773,1789,340,1,165,146,29,2288,2447,3077,26577,1400,6846
46164,1772,1772,235,1,118,93,24,1598,1472,2529,15647,343,984
160702,1771,1776,97,0,66,23,8,1251,409,947,13087,718,1450
63623,1770,1783,419,14,196,185,38,3188,2512,3809,31347,1029,8042
2992,1769,1786,249,2,128,101,20,2568,1545,2492,26937,1762,4689
139348,1768,1794,126,2,76,33,17,1180,662,1263,10842,805,2822
132826,1768,1769,107,4,67,33,7,961,684,1263,10716,1017,1138
120540,1768,1805,206,7,98,85,23,1163,1511,2024,11009,459,2021
133460,1767,1787,153,2,84,59,10,1094,713,1702,11550,1181,2152
12137,1767,1782,131,2,79,41,11,1207,734,1679,11568,900,1327
134470,1765,1774,146,1,81,50,15,1248,613,1334,12113,1369,2558
134010,1765,1769,140,2,76,45,19,1227,869,1266,14814,1417,2985
144899,1764,1768,314,4,155,125,34,1918,1768,2931,21113,638,5907
111437,1764,1766,342,8,158,147,37,2069,2182,3129,23679,1473,5734
81647,1763,1780,149,6,77,53,19,1149,828,1412,12980,607,4400
85382,1762,1762,235,5,112,92,31,1591,1583,2430,18286,678,1554
46775,1762,1762,147,2,80,52,15,923,821,1491,14255,825,2135
35178,1762,1765,819,5,365,372,82,5749,6366,7387,42834,1672,17984
32035,1761,1780,160,1,88,57,15,1195,1034,2008,14288,912,3248
6090,1759,1759,93,5,57,28,8,933,638,905,10725,918,1761
112074,1758,1762,416,3,202,175,39,2766,2817,4118,25096,909,5904
82055,1758,1759,140,8,79,48,13,1077,720,1343,14346,765,2406
12385,1757,1776,460,3,216,205,39,3409,2882,4663,29633,3217,6768
14982,1756,1771,432,4,207,173,52,2745,2738,4127,31391,1876,9365
126875,1755,1769,384,6,167,174,43,3223,2563,3186,23287,1011,4428
67849,1755,1769,1030,8,446,498,86,5366,5731,9795,64566,5379,6714
11274,1755,1755,200,3,106,77,17,1547,1286,1967,14314,365,4603
772,1754,1770,293,1,143,127,23,2395,1820,3263,27516,2265,3776
136187,1753,1757,117,2,65,39,13,750,730,1231,8957,1044,2274
83657,1753,1760,288,4,150,110,28,2013,1480,3064,18000,429,2904
129393,1752,1770,87,2,54,24,9,892,446,812,8085,661,1372
2617,1752,1770,288,11,141,115,32,1976,1509,2430,31340,2990,7359
63656,1751,1760,65,1,46,15,4,633,342,727,5027,393,1766
69822,1750,1771,242,5,121,104,17,2068,1588,2135,30204,2492,10333
21164,1750,1753,406,5,187,185,34,2027,3179,3653,35333,558,7549
74062,1749,1760,281,3,137,120,24,1658,2066,2950,14413,168,1957
97574,1748,1788,270,1,131,122,17,1907,1842,2826,25378,866,4732
116675,1747,1762,243,6,125,103,15,2002,1471,2193,11242,157,6586
6012,1747,1750,154,4,85,48,21,1264,827,1235,11855,990,4409
3669,1747,1754,226,8,114,88,24,2144,1154,1945,27032,1302,4582
46798,1746,1754,143,2,72,51,20,708,840,1424,8585,451,2058
31955,1746,1759,455,5,200,194,61,2145,2214,3648,36620,1634,5652
6825,1746,1750,242,13,117,102,23,1377,1550,2342,13767,283,3733
90148,1745,1755,141,10,74,50,17,1320,745,1309,18528,1407,1720
27064,1744,1749,149,13,89,44,16,1506,715,1383,13474,766,3778
14430,1744,1748,393,16,183,171,39,2435,2306,4035,21487,363,3791
132139,1743,1752,197,1,108,61,28,1584,651,1734,13259,469,5992
166383,1742,1746,107,1,64,31,12,1003,583,999,8662,813,2844
87796,1742,1742,170,8,85,73,12,1147,1362,2103,13332,416,1874
13375,1742,1751,125,5,70,45,10,1232,746,1313,11823,694,1695
9247,1742,1755,114,0,64,41,9,1059,600,1274,8368,668,996
4706,1742,1757,508,2,234,217,57,3272,2981,5093,29522,948,8617
73802,1741,1769,411,4,197,178,36,3067,2245,3466,41784,1420,12187
145553,1740,1748,141,0,88,44,9,1344,951,1525,11433,288,2301
53615,1740,1741,112,4,68,33,11,737,462,1231,7768,448,1301
28882,1739,1749,116,2,67,43,6,1169,720,1133,10993,1321,1590
14042,1739,1758,556,12,250,241,65,4053,2856,4556,37561,2100,13987
11640,1739,1741,322,4,173,113,36,1928,1522,2915,20300,1010,5589
152662,1738,1745,52,0,37,9,6,426,174,652,5197,492,1053
97562,1738,1755,187,19,108,65,14,1387,1299,1657,18457,1629,3948
54647,1738,1738,132,5,83,31,18,1204,490,1190,7731,348,1023
30235,1738,1740,346,10,160,148,38,2699,2115,2982,23962,1294,3680
25281,1738,1758,220,3,106,96,18,973,1216,2110,15225,2185,2944
20622,1738,1744,714,3,308,323,83,3249,3363,5764,53571,900,13462
150461,1737,1740,57,0,39,15,3,606,225,739,4745,617,248
57169,1737,1737,137,1,77,50,10,1081,898,1395,10324,406,1823
131241,1736,1748,459,6,215,192,52,2541,2994,4162,24158,1262,6544
73026,1736,1748,304,4,136,143,25,1539,2071,3112,27021,668,4076
122738,1735,1741,493,2,224,218,51,2311,1822,3746,38118,600,4514
93299,1734,1737,188,4,91,83,14,1175,1360,1929,11294,820,1045
370,1734,1775,536,4,239,238,59,3220,3319,4609,33187,1418,8191
130467,1732,1771,151,10,70,58,23,1399,1088,1229,11165,1256,2731
25962,1732,1732,120,6,64,37,19,704,664,1116,7327,478,1356
123525,1731,1731,241,8,111,101,29,1239,1415,2541,16008,1109,2748
57899,1731,1765,530,6,240,249,41,3242,3790,5317,26360,774,7991
30255,1731,1747,143,1,72,56,15,913,855,1653,9373,299,1863
141955,1729,1729,35,1,24,3,8,290,136,364,2381,169,632
118882,1729,1748,108,3,63,37,8,843,696,906,8989,272,2451
95045,1729,1734,110,4,62,37,11,1088,773,1051,8702,503,1456
99681,1727,1731,138,10,74,52,12,1104,779,1169,13547,555,2832
31879,1727,1746,262,0,121,112,29,1363,792,2234,23190,2521,12317
14816,1727,1731,261,4,126,102,33,1723,1362,2270,19312,1562,3487
123913,1726,1737,158,4,81,58,19,1067,912,1359,11516,382,2186
119959,1726,1732,158,6,79,59,20,1203,1099,1455,11350,659,1886
107770,1725,1763,173,0,86,70,17,778,944,1459,11996,729,3918
76196,1725,1750,347,9,156,153,38,2373,2539,3140,25943,1155,5722
33973,1725,1727,282,6,142,107,33,2029,1791,2586,17643,1107,2843
56052,1724,1747,237,3,109,106,22,1442,1653,2191,16269,618,5412
8339,1724,1734,129,1,66,46,17,952,804,1325,11043,1317,1516
631,1724,1732,135,2,79,49,7,733,683,1408,9937,370,2226
146,1724,1752,373,7,176,176,21,1961,2780,3471,34422,1710,6166
87769,1723,1779,475,7,220,216,39,4028,3009,4659,33166,2047,6724
37955,1723,1726,224,0,109,105,10,1447,1377,2690,11679,99,2587
1891,1722,1730,294,3,146,122,26,1894,1146,2600,16801,1691,6669
146107,1721,1721,160,0,83,59,18,908,872,1360,9731,142,2775
165456,1720,1720,157,0,91,52,14,1131,638,1478,12914,788,1317
73332,1720,1720,162,6,80,65,17,1054,734,1684,12895,1206,3878
148159,1719,1721,61,0,43,12,6,643,192,460,6586,356,1186
107330,1719,1841,233,1,105,109,19,2341,1191,2009,22110,2773,4886
16702,1719,1719,146,1,76,58,12,1154,735,1338,11406,802,2318
88914,1718,1742,164,7,80,57,27,1037,1170,1300,13458,1166,2387
39270,1718,1737,238,10,119,104,15,1309,1461,2502,17385,1198,2589
16757,1718,1718,111,3,60,40,11,592,626,1422,6329,441,1697
165273,1717,1717,166,2,89,62,15,1224,943,1751,11013,464,1428
115622,1717,1724,146,1,75,55,16,1253,549,1082,16098,1112,3606
104263,1717,1722,262,10,122,105,35,1977,1766,2010,22916,865,5686
35779,1717,1735,223,3,113,84,26,1678,1612,2221,16310,1028,3495
29122,1717,1719,205,3,103,78,24,1221,999,1928,15343,710,3768
59592,1716,1721,96,1,52,34,10,476,736,893,4055,95,1857
7270,1716,1720,164,3,96,53,15,1174,795,1560,8159,475,2798
3762,1716,1722,306,1,144,138,24,1502,2975,3151,20249,602,2815
87627,1715,1717,136,3,80,42,14,866,683,1478,6227,250,1066
53605,1715,1722,122,5,69,41,12,752,692,1371,8041,613,2660
75201,1714,1714,138,3,77,43,18,954,647,1427,7352,273,1629
44041,1714,1749,175,3,91,73,11,1242,1085,1404,14369,431,4720
35045,1714,1729,138,7,70,55,13,1136,1028,1337,11264,268,2176
169682,1713,1713,107,2,70,28,9,815,560,1102,6991,319,1529
137709,1713,1718,131,2,70,50,11,808,917,1478,8979,437,579
101938,1713,1713,65,0,44,15,6,590,362,549,5913,386,875
24515,1713,1726,189,2,98,72,19,1278,1153,1760,15469,1065,4203
170633,1712,1725,46,2,31,10,5,450,184,476,5154,507,1196
113907,1712,1726,281,1,132,120,29,1625,2086,2900,19635,367,5003
3883,1712,1718,112,7,62,41,9,1044,669,1112,13613,1052,2010
167204,1711,1711,32,0,28,4,0,536,148,340,5275,655,609
98619,1711,1744,682,11,303,327,52,3816,4196,5321,53091,3871,13534
46564,1711,1711,11,0,9,1,1,105,34,153,1172,50,269
18272,1711,1712,446,14,213,178,55,2879,2442,3527,27709,247,7441
4047,1711,1721,306,1,138,139,29,1430,1887,3680,15121,397,3178
83611,1710,1722,189,3,94,82,13,1119,1069,1957,13469,910,2765
160107,1709,1713,69,3,37,19,13,725,340,696,6676,815,649
128674,1709,1713,90,1,62,19,9,592,319,1245,4823,247,280
108357,1709,1754,272,1,122,125,25,2297,2511,2434,32009,718,5462
168325,1708,1739,97,3,54,36,7,937,457,892,11042,575,2441
159358,1708,1708,97,1,52,35,10,812,606,963,7040,413,1756
130572,1708,1710,81,5,53,22,6,626,409,749,5126,326,814
22234,1708,1722,113,10,60,38,15,845,688,995,9102,701,2075
28950,1707,1708,122,3,78,34,10,1068,606,1287,8376,556,2608
7283,1707,1709,208,2,109,80,19,1584,1101,2214,10916,445,2613
99677,1706,1715,598,8,250,271,77,2993,2882,4538,33996,1187,17405
48258,1706,1712,115,0,62,41,12,810,683,1193,8850,604,1150
28095,1706,1722,106,0,57,37,12,1371,637,896,15101,2218,1902
25542,1706,1745,482,2,212,228,42,2423,3002,4565,33559,2105,10623
5327,1706,1732,450,7,197,210,43,2941,2895,3820,24852,2490,6618
132230,1705,1705,69,1,37,21,11,557,445,621,5488,182,1381
111167,1705,1709,100,0,64,24,12,762,503,1098,5814,549,1068
68589,1705,1705,39,1,31,4,4,439,135,395,4122,139,830
34534,1705,1705,141,1,84,42,15,967,604,1176,11415,426,1112
27719,1705,1732,334,14,159,136,39,2211,2112,3498,23817,578,3286
18497,1705,1705,153,17,79,44,30,1044,804,1156,12295,673,3033
9668,1705,1705,61,1,39,17,5,386,316,691,5006,234,1189
130559,1704,1707,132,3,73,47,12,1093,809,1383,9908,349,1744
87644,1704,1710,374,0,167,168,39,1867,1940,3030,22463,20,2548
54554,1704,1708,111,8,59,40,12,1008,699,1071,8484,690,1962
52257,1704,1708,166,10,86,59,21,868,524,1372,7223,42,1948
20374,1704,1708,321,6,148,138,35,2821,1568,2397,18781,1561,6694
95973,1703,1706,97,1,67,23,7,853,325,915,4103,88,957
89459,1703,1706,35,0,27,7,1,495,148,345,4648,448,865
56914,1703,1703,212,6,107,82,23,1526,1226,2225,12005,789,1383
160171,1702,1704,188,2,90,78,20,1048,1483,1886,11969,747,3287
79794,1702,1710,258,3,125,97,36,1321,1113,2355,15385,936,3836
47341,1702,1713,113,2,66,40,7,580,646,1025,6524,423,1725
20192,1702,1705,167,4,90,61,16,1165,723,1435,10858,888,2255
83855,1701,1709,403,8,180,175,48,2606,2199,3234,31601,2046,6217
70141,1701,1713,151,3,80,55,16,1158,884,1499,10008,161,1855
61095,1701,1701,400,6,187,169,44,2647,2238,3110,23749,726,10469
63213,1700,1700,108,3,61,39,8,706,448,1028,8351,466,2237
41444,1700,1717,289,10,135,122,32,1828,2166,2485,23926,721,5060
13500,1700,1700,131,1,66,53,12,852,726,1390,10239,456,3121
5411,1700,1705,238,3,120,98,20,1821,1606,2398,17931,1109,3802
136876,1699,1703,163,6,83,58,22,1123,945,1553,11649,590,2081
52089,1699,1729,199,2,91,87,21,1401,1138,1686,18543,594,2848
45850,1699,1705,156,13,86,49,21,1402,792,1144,12646,655,1259
113823,1698,1698,46,0,33,9,4,416,244,537,4215,216,1001
103786,1698,1704,63,0,42,11,10,632,179,561,6077,348,481
101637,1698,1698,130,0,73,46,11,1023,587,1215,8542,754,2689
80652,1698,1719,170,3,82,73,15,903,842,1768,11445,626,1793
56757,1698,1698,127,6,64,54,9,1046,792,1255,10319,614,1346
38609,1698,1698,85,4,46,32,7,786,507,758,9589,957,2483
40097,1697,1702,101,2,54,39,8,654,585,966,7574,1053,1974
21320,1697,1705,132,2,65,54,13,960,863,1226,12405,573,2224
11916,1697,1757,317,7,139,148,30,1872,2035,3217,17181,1216,3882
93410,1696,1698,87,5,46,32,9,784,399,829,9502,751,1779
132547,1695,1695,53,0,36,10,7,502,226,461,4562,189,691
122621,1695,1707,199,5,100,73,26,1255,789,1728,11954,356,1940
117240,1695,1709,228,4,108,94,26,786,1206,2302,8898,496,1245
104228,1695,1695,84,2,60,9,15,651,245,762,3124,96,669
86892,1695,1698,189,3,88,81,20,1240,1269,1902,14167,928,3221
136320,1694,1731,135,4,67,59,9,1054,948,1270,12461,899,2009
104381,1694,1705,150,5,80,57,13,1344,684,1225,12811,846,3670
85199,1694,1694,88,0,48,31,9,720,511,879,7780,594,1900
40220,1694,1707,332,3,155,153,24,2030,2261,3595,18616,1096,4147
159585,1693,1715,152,5,76,65,11,1176,940,1305,12444,365,7068
153539,1693,1695,120,0,63,43,14,1152,626,1091,11403,310,2233
148632,1693,1707,431,0,187,200,44,2013,3056,4312,23908,1526,6924
33300,1693,1734,282,6,122,132,28,1613,1822,2716,16889,597,3055
15588,1693,1698,145,1,74,56,15,609,769,1327,7700,497,2121
6333,1693,1698,223,0,120,85,18,1271,907,2122,14966,1200,2754
105828,1692,1692,143,5,76,48,19,824,718,1414,9651,537,1915
60388,1692,1692,45,0,29,12,4,237,255,536,2099,228,360
32306,1692,1705,191,2,98,80,13,1162,1538,1628,16660,640,1420
2894,1692,1692,173,5,87,64,22,1118,958,1377,14135,1100,3916
141210,1691,1691,145,2,72,59,14,531,690,1328,9882,849,5709
97808,1691,1696,249,7,117,103,29,2009,1481,2098,9569,480,2619
88268,1691,1711,178,7,86,77,15,1147,976,1860,12957,957,2589
81412,1691,1710,125,1,58,48,19,504,826,1108,7748,480,1645
42320,1691,1697,335,6,160,139,36,1865,1841,2767,19156,6,3402
33347,1691,1691,85,1,49,28,8,561,422,803,5929,548,1618
48100,1690,1702,208,3,101,90,17,1089,1476,2010,12315,111,1298
18050,1690,1690,445,4,194,215,36,2607,2799,4980,30314,550,3914
9998,1690,1694,274,11,132,113,29,1774,1726,2470,17023,678,4112
152849,1689,1696,43,0,26,8,9,371,254,441,3312,94,742
85476,1689,1702,378,2,168,165,45,2034,2618,2806,22976,303,5547
43007,1689,1752,949,14,392,452,105,4537,5234,9072,60211,2566,12132
34493,1689,1693,76,3,40,28,8,474,432,684,7031,328,1974
19657,1689,1693,65,4,40,20,5,585,415,551,9209,781,1739
162726,1688,1697,145,1,74,58,13,1045,1135,1457,8021,723,3226
100209,1688,1704,157,1,74,60,23,1129,754,1583,11960,361,3662
82899,1688,1690,312,5,140,144,28,1684,2069,2733,19383,293,1374
2947,1688,1695,101,4,57,38,6,1009,679,946,8408,694,1694
131955,1687,1697,101,3,57,31,13,1011,586,849,9444,830,2732
62314,1687,1687,407,3,177,189,41,2426,2143,3703,17657,387,4413
47406,1687,1687,109,0,65,38,6,741,647,1103,7003,622,1807
25968,1687,1721,327,6,145,151,31,1567,2409,2946,21220,818,6134
6263,1687,1696,242,2,111,102,29,1484,1542,2582,19922,1253,3458
5271,1687,1740,317,1,138,149,30,2271,1755,3188,24296,2027,3455
44452,1686,1686,302,0,132,141,29,1515,1900,2832,21315,614,3236
21360,1686,1688,104,0,58,36,10,770,549,935,7426,163,2005
159201,1685,1710,135,0,68,56,11,715,843,1460,8687,669,1687
133593,1685,1685,103,2,60,29,14,903,479,819,7532,338,1111
124426,1685,1692,125,14,64,50,11,888,729,1209,10506,1165,4100
46443,1685,1699,50,0,28,12,10,449,199,473,4288,278,831
39440,1684,1684,145,1,82,45,18,813,755,1260,9692,856,943
34532,1684,1702,112,1,53,48,11,806,654,894,8822,387,2940
30617,1684,1687,152,2,76,62,14,824,839,1165,9462,290,1547
21920,1684,1697,81,0,43,31,7,630,502,785,7104,164,1587
2341,1684,1689,153,0,75,67,11,1158,886,1302,13742,941,3199
2275,1684,1687,252,1,124,107,21,1401,2008,2481,17424,580,5732
109408,1683,1700,435,5,190,200,45,2641,2842,4012,22878,1005,5792
16439,1683,1683,89,2,52,26,11,838,427,920,4430,159,1153
109478,1682,1696,120,1,58,46,16,880,804,1154,8995,361,1721
106135,1682,1686,128,15,70,41,17,892,554,987,8004,343,2170
81113,1682,1711,445,15,198,195,52,2825,3060,4088,23948,1437,7086
75608,1682,1692,75,3,40,27,8,582,440,767,5515,548,970
43855,1682,1691,574,3,248,245,81,2981,3444,4731,26052,1462,6787
21450,1682,1694,88,5,44,30,14,562,394,709,6733,583,2768
7572,1682,1684,106,3,67,27,12,796,420,975,7402,319,1380
71728,1681,1702,303,6,138,141,24,2096,2079,3096,20669,666,3329
58174,1681,1691,275,9,121,128,26,2017,1416,2203,24349,1403,4549
43866,1681,1693,364,3,167,166,31,2260,1768,3069,23130,874,4381
7724,1681,1686,114,5,56,47,11,815,679,1101,10114,449,2192
175057,1680,1684,38,0,25,8,5,321,251,397,3027,248,465
135029,1680,1688,50,0,30,17,3,338,287,646,3342,154,1200
98254,1680,1706,95,0,48,41,6,894,612,765,9816,792,2186
86093,1680,1706,287,0,130,137,20,2075,2023,2870,19094,1295,4502
67194,1680,1702,258,9,119,112,27,1638,1786,2345,18122,1506,3342
138849,1679,1679,72,2,45,22,5,592,324,705,4471,127,828
65707,1679,1679,127,6,64,52,11,746,867,1263,8496,472,1278
12252,1679,1680,203,5,97,93,13,1324,1243,1928,11757,738,1909
127415,1678,1696,75,3,44,22,9,504,455,653,5807,320,797
57298,1678,1701,85,0,46,32,7,606,525,891,3453,276,860
25781,1678,1682,181,2,83,71,27,1181,847,1358,10288,349,3325
22347,1678,1680,130,1,63,48,19,1063,739,1019,8171,273,3285
135495,1677,1681,85,3,49,29,7,659,491,871,6495,413,1029
122830,1677,1690,212,10,94,94,24,1346,1381,1979,13678,560,2926
47214,1677,1696,278,1,121,133,24,1637,1783,2801,19485,746,2732
38262,1677,1677,98,2,55,28,15,719,352,792,9639,679,1769
17041,1677,1680,126,4,64,48,14,773,636,1188,7677,443,2009
30252,1676,1678,257,1,125,111,21,1805,1504,2521,19537,1160,4918
148535,1675,1680,138,3,69,51,18,859,397,941,10084,835,3400
107528,1675,1732,87,1,47,30,10,569,590,910,6013,525,1283
67302,1675,1682,107,3,52,42,13,768,689,1259,8294,392,1442
11769,1675,1704,113,1,59,45,9,706,604,1056,7420,323,1784
7709,1675,1680,162,2,84,63,15,1407,1242,1581,9635,450,2556
147139,1674,1677,360,1,155,161,44,2080,1781,2911,16256,6,6682
74679,1674,1682,58,3,29,18,11,367,270,494,4383,199,1031
29512,1674,1674,103,1,54,41,8,790,575,1092,7720,275,1213
13680,1674,1678,137,6,71,50,16,1147,688,1131,11061,629,1978
152827,1673,1675,59,1,39,12,8,681,216,624,5423,307,951
86313,1673,1685,134,5,64,58,12,867,791,1331,9789,806,2140
75304,1673,1689,147,12,73,57,17,1112,957,1518,11197,317,601
37094,1673,1677,144,5,75,55,14,978,772,1238,11091,529,1405
1466,1673,1684,146,13,74,59,13,974,1006,1551,7426,685,770
172176,1672,1672,84,0,48,26,10,796,424,790,4080,283,1041
120424,1672,1692,152,6,75,59,18,763,931,1367,9053,637,2864
66053,1672,1711,307,7,142,135,30,1605,1800,2984,16568,912,3427
18308,1672,1676,219,12,103,84,32,1316,1126,1599,14535,77,2944
160590,1671,1671,96,1,50,35,11,728,533,880,6721,179,1287
90926,1671,1707,567,2,240,259,68,2955,2914,4426,29532,450,9600
21191,1671,1695,194,2,91,78,25,973,966,1699,12166,615,1842
159198,1670,1679,119,2,59,45,15,759,651,996,6890,509,2730
108132,1670,1674,162,4,78,68,16,1050,1138,1322,11588,475,2996
100336,1670,1688,130,3,70,50,10,1015,927,1259,7936,332,1081
65959,1670,1670,216,6,105,82,29,1340,1184,2249,15911,779,2077
13643,1670,1678,183,2,89,77,17,920,1256,1677,9130,526,2338
168256,1669,1669,170,0,83,72,15,957,841,1314,12654,569,2263
151821,1669,1671,52,4,35,10,7,433,178,467,4505,362,699
118033,1669,1671,133,1,73,48,12,1376,785,1284,7260,127,2108
90506,1669,1669,115,1,57,47,11,788,732,1084,8131,361,2627
76081,1669,1706,264,7,112,128,24,1395,1990,2524,12763,253,7912
55869,1669,1669,95,0,52,30,13,722,391,809,6673,530,1251
19390,1669,1675,56,1,37,16,3,459,320,673,2968,135,490
5834,1669,1674,68,7,37,20,11,329,301,618,4510,242,1136
3990,1669,1676,126,1,63,46,17,904,994,1187,11384,260,2036
76712,1668,1674,203,7,95,91,17,1172,1399,1888,14547,318,3889
56258,1667,1674,109,1,60,39,10,720,705,938,7944,293,1040
13268,1667,1677,127,12,66,47,14,792,615,1113,10367,368,3362
4138,1667,1672,257,14,115,108,34,1212,1186,2181,13521,329,3504
63586,1666,1666,99,8,51,31,17,634,434,764,7032,268,1661
28152,1666,1666,106,7,57,41,8,973,465,1006,8378,372,1346
12925,1666,1669,162,2,74,69,19,730,1059,1346,8793,11,1413
105801,1665,1665,208,0,94,90,24,1441,1458,1464,21443,666,2779
28056,1665,1685,70,1,37,27,6,423,507,742,5970,338,2081
22983,1665,1665,55,3,33,18,4,319,286,604,2914,133,545
165376,1664,1671,70,0,39,27,4,564,533,833,5779,148,1071
117333,1664,1670,168,6,77,70,21,1261,877,1553,11087,408,1783
95700,1664,1664,59,1,30,16,13,485,286,553,3543,305,805
25993,1664,1682,181,2,80,81,20,1129,1006,1572,13907,342,3414
21940,1664,1683,169,7,80,73,16,893,1028,1748,9077,715,2613
11191,1664,1664,170,4,88,60,22,823,900,1977,7563,138,1049
157829,1663,1664,153,2,74,61,18,1084,1077,1476,7876,643,2148
144255,1663,1665,152,0,77,62,13,1052,855,1439,9172,284,2237
80927,1663,1665,271,13,136,100,35,1553,894,2050,21030,1384,4651
9681,1663,1663,70,0,39,25,6,551,377,668,5102,160,1425
114819,1662,1674,44,0,28,11,5,340,223,464,3647,158,679
105151,1662,1662,52,2,31,16,5,397,306,587,3749,270,484
72412,1662,1672,224,6,106,92,26,1460,1743,2242,14535,424,2987
33492,1662,1662,36,4,22,7,7,195,121,250,3005,225,816
19792,1662,1669,119,7,59,45,15,680,602,1138,7717,335,1895
5780,1662,1662,249,2,116,112,21,1610,1926,2208,15127,289,2896
