78920,1316,1500,22,0,4,12,6,37,165,120,439,4,95
173046,1383,1500,9,0,0,7,2,26,49,46,244,1,75
170948,1388,1500,10,0,0,9,1,12,92,62,371,0,61
118289,1406,1544,36,8,12,20,4,210,230,238,1922,95,278
60441,1417,1569,181,3,72,91,18,784,1258,1135,14092,334,2933
